INSTANCE	ITERATION	MAXIMUM_CLIQUE	RUNTIME
benchmarks/C1000.9.clq	29	53	79.50688910484314
benchmarks/C1000.9.clq	30	51	75.90359425544739
benchmarks/C1000.9.clq	31	50	66.96911215782166
benchmarks/C1000.9.clq	32	54	74.28319525718689
benchmarks/C1000.9.clq	33	51	75.19999599456787
benchmarks/C1000.9.clq	34	53	78.52086997032166
benchmarks/C1000.9.clq	35	48	65.23858189582825
benchmarks/C1000.9.clq	36	50	76.04020476341248
benchmarks/C1000.9.clq	37	54	79.87580609321594
benchmarks/C1000.9.clq	38	49	66.5787091255188
benchmarks/C1000.9.clq	39	53	78.33816885948181
benchmarks/C1000.9.clq	40	52	73.03285264968872
benchmarks/C1000.9.clq	41	50	71.43526220321655
benchmarks/C1000.9.clq	42	51	66.78036451339722
benchmarks/C1000.9.clq	43	50	71.98475527763367
benchmarks/C1000.9.clq	44	52	74.92691540718079
benchmarks/C1000.9.clq	45	50	67.1487352848053
benchmarks/C1000.9.clq	46	54	78.44859147071838
benchmarks/C1000.9.clq	47	52	74.41090250015259
benchmarks/C1000.9.clq	48	53	76.70449471473694
benchmarks/C1000.9.clq	49	52	74.45864009857178
benchmarks/C1000.9.clq	50	55	77.03977608680725
benchmarks/C1000.9.clq	51	51	76.73659944534302
benchmarks/C1000.9.clq	52	52	70.21084189414978
benchmarks/C1000.9.clq	53	52	72.49023985862732
benchmarks/C1000.9.clq	54	53	68.86783599853516
benchmarks/C1000.9.clq	55	52	67.73586201667786
benchmarks/C1000.9.clq	56	51	69.81390595436096
benchmarks/C1000.9.clq	57	51	65.57635259628296
benchmarks/C1000.9.clq	58	51	67.35340213775635
benchmarks/C1000.9.clq	59	48	61.734299182891846
benchmarks/C1000.9.clq	60	50	63.34541583061218
benchmarks/C1000.9.clq	61	50	68.5417902469635
benchmarks/C1000.9.clq	62	53	68.82483530044556
benchmarks/C1000.9.clq	63	51	79.8593156337738
benchmarks/C1000.9.clq	64	52	71.89233541488647
benchmarks/C1000.9.clq	65	54	69.7619640827179
benchmarks/C1000.9.clq	66	53	69.56658911705017
benchmarks/C1000.9.clq	67	54	80.30998682975769
benchmarks/C1000.9.clq	68	53	84.05025720596313
benchmarks/C1000.9.clq	69	52	81.64964509010315
benchmarks/C1000.9.clq	70	54	85.42703056335449
benchmarks/C1000.9.clq	71	51	76.23791217803955
benchmarks/C1000.9.clq	72	50	68.72155380249023
benchmarks/C1000.9.clq	73	53	75.2791383266449
benchmarks/C1000.9.clq	74	52	76.69004487991333
benchmarks/C1000.9.clq	75	50	73.03541159629822
benchmarks/C1000.9.clq	76	52	74.99378442764282
benchmarks/C1000.9.clq	77	54	67.7404317855835
benchmarks/C1000.9.clq	78	52	72.40587902069092
benchmarks/C1000.9.clq	79	51	63.46217632293701
benchmarks/C1000.9.clq	80	48	62.02074861526489
benchmarks/C1000.9.clq	81	51	69.36808800697327
benchmarks/C1000.9.clq	82	53	76.75547504425049
benchmarks/C1000.9.clq	83	54	70.4380271434784
benchmarks/C1000.9.clq	84	52	69.21432399749756
benchmarks/C1000.9.clq	85	56	74.05918407440186
benchmarks/C1000.9.clq	86	54	66.82965111732483
benchmarks/C1000.9.clq	87	52	70.84048795700073
benchmarks/C1000.9.clq	88	51	65.84142732620239
benchmarks/C1000.9.clq	89	52	68.80693316459656
benchmarks/C1000.9.clq	90	54	77.54873538017273
benchmarks/C1000.9.clq	91	51	65.07715606689453
benchmarks/C1000.9.clq	92	51	69.43019580841064
benchmarks/C1000.9.clq	93	53	76.45272421836853
benchmarks/C1000.9.clq	94	50	68.52744793891907
benchmarks/C1000.9.clq	95	54	71.76363372802734
benchmarks/C1000.9.clq	96	51	66.63218927383423
benchmarks/C1000.9.clq	97	55	75.20295190811157
benchmarks/C1000.9.clq	98	50	66.68193411827087
benchmarks/C1000.9.clq	99	48	64.84333443641663
benchmarks/C1000.9.clq	100	52	71.72520351409912
benchmarks/C2000.5.clq	1	12	64.26273798942566
benchmarks/C2000.5.clq	2	13	60.92031645774841
benchmarks/C2000.5.clq	3	12	63.33170533180237
benchmarks/C2000.5.clq	4	12	64.45793390274048
